na:0285f	WATCH_LOOK-OUT	An agent WATCHES-LOOKS OUT for a theme using an instrument to achieve a goal (+attribute)	bn:00090464v	Be vigilant be on the lookout or be careful	Supervise, monitor, look out.
na:0287f	PRECEDE	A cause make a theme PRECEDES a co-theme	bn:00082660v	Be earlier in time; go back further	Precede, predate.
na:0288f	APPEAR	An agent makes a theme APPEAR in a location (+attribute)	bn:00082691v	Come into sight or view	Appear, turn out.
na:0289f	OPEN	An agent OPENS a patient to a recipient using an instrument (+attribute)	bn:00091165v	Cause to open or to become open	Open, open up.
na:0290f	OBTAIN	An agent OBTAINS a theme from a source in exchange for an asset to a destination using an instrument	bn:00091124v	Come into possession of	Get, inherit, obtain.
na:0292f	REACH	A cause makes a theme REACH a goal in a location in favour of a beneficiary	bn:00085326v	Extend or reach	Reach, culminate, come.
na:0294f	FAKE	An agent FAKES a theme	bn:00085786v	Tamper with the purpose of deception	Fake, manipulate, rig.
na:0297f	CHASE	An agent CHASES a theme to a destination using an instrument	bn:00084831v	Go after with the intent to catch	Chase, chase after, tail.
na:0298f	HIRE	An agent HIRES a theme from a source (+attribute)	bn:00087576v	Engage or hire for work	Hire, enlist, recruit.
na:0299f	FUEL	An agent FUELS a patient from a source	bn:00088228v	Provide with fuel	Fuel, charge.
na:0301f	STEAL_DEPRIVE	An agent STEALS-DEPRIVES a source of a theme of a value in favour of a beneficiary	bn:00086636v	Take away possessions from someone	Steal, deprive, plunder.
na:0304f	SHARE	An agent SHARES with a co-agent a theme	bn:00093574v	Use jointly or in common	Share, partake.
na:0306f	PAY	An agent PAYS to a recipient an asset of an extent for a theme in favour of a beneficiary from a source	bn:00091493v	Give money, usually in exchange for goods or services	Pay, pay off, compensate.
na:0307f	ISOLATE	An agent ISOLATES a patient in favour of a beneficiary	bn:00089800v	Place or set apart	Isolate, cloister.
na:0310f	SUMMARIZE	An agent SUMMARIZES a topic in a result for a beneficiary	bn:00092916v	Give a summary (of)	Summarize, sketch, sum up.
na:0311f	TREAT	An agent TREATS a theme as an attribute using an instrument	bn:00087116v	Interact in a certain way	Treat in some way (e.g. mistreat).
na:0312f	EMPHASIZE	An agent EMPHASIZE a theme to a recipient using an instrument (+attribute)	bn:00082195v	To stress, single out as important	Emphasize, stress, accentuate.
na:0313f	QUARREL_POLEMICIZE	An agent QUARRELS-POLEMICIZES with a co-agent over a theme	bn:00082558v	Have a disagreement over something	Quarrel, dispute, clash.
na:0314f	EXPLAIN	An agent EXPLAINS a topic to a recipient in a location using an instrument (+attribute)	bn:00087869v	Make plain and comprehensible	Explain, comment, elucidate.
na:0316f	RECOGNIZE_ADMIT_IDENTIFY	An agent RECOGNIZES-ADMITS-IDENTIFIES a topic to a recipient from a source (+attribute)	bn:00082267v	Declare to be true or admit the existence or reality or truth of	Recognize, identify, admit.
na:0317f	KNOW	An experiencer KNOWS a theme regarding a topic from a source (+attribute)	bn:00085261v	Be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about	Know.
na:0318f	WARN	An agent WARNS a recipient of a topic	bn:00095642v	Notify of danger, potential harm, or risk	Warn, admonish.
na:0320f	RISK	An agent RISKS a theme for a goal (+attribute)	bn:00090231v	Expose to a chance of loss or damage	Venture, embark, risk.
na:0321f	GROUP	An agent GROUPS a theme from a source in a result using an instrument	bn:00082465v	Form a group or group together	Crowd, group, assemble.
na:0322f	ALTERNATE	An agent ALTERNATES a theme with a co-theme having a result	bn:00082559v	Go back and forth; swing back and forth between two states or conditions	Alternate, swing between two states.
na:0324f	ANSWER	An agent ANSWERS a theme over a topic	bn:00082646v	React verbally	Answer, reply.
na:0325f	REACT	An experiencer REACTS to a stimulus in a result	bn:00082901v	Reach a point in time, or a certain state or level	React, answer, respond.
na:0326f	OPPOSE_REBEL_DISSENT	An agent OPPOSES-REBELS-DISSENTS over a theme using an instrument	bn:00091180v	Be against; express opposition to	Oppose, protest, counteract.
na:0327f	WRITE	An agent WRITES a result about a topic using an instrument to a recipient on a destination	bn:00095847v	Communicate or express by writing	Write, transcribe, scribble.
na:0329f	JOKE	An agent JOKES with a co-agent about a theme using an instrument (+attribute)	bn:00089961v	Tell a joke; speak humorously	Fool, kid, mock.
na:0330f	ASK_REQUEST	An agent ASK-REQUESTS a theme to a recipient for a goal (+attribute)	bn:00082818v	Make a request or demand for something to somebody	Ask, demand, question.
na:0331f	TRY	An agent TRIES a theme for a co-theme using an instrument	bn:00082844v	Make an effort or attempt	Try, try out, experiment.
na:0332f	TYPE	An agent TYPES a patient	bn:00095295v	Write by means of a keyboard with types	Type.
na:0333f	REFUSE	A cause makes an agent REFUSE a theme to a recipient for a goal (+attribute)	bn:00086391v	Show unwillingness towards	Deny, reject, refuse.
na:0334f	PUBLICIZE	An agent PUBLICIZES a theme to a recipient (+attribute)	bn:00082414v	Make publicity for; try to sell (a product)	Publicize, bill.
na:0336f	DISCUSS	An agent DISCUSSES with a co-agent about a topic (+attribute)	bn:00086942v	Speak with others about (something); talk (something) over in detail; have a discussion	Discuss, debate, talk about.
na:0337f	PREPARE	An agent and a co-agent PREPARE a product with a material for a beneficiary for a purpose to a goal for an extent using an instrument	bn:00088250v	Make ready or suitable or equip in advance for a particular purpose or for some use, event, etc	Prepare, warm up, set up.
na:0338f	NEGOTIATE	An agent NEGOTIATES a theme regarding a topic with a co-agent in favour of a beneficiary	bn:00091037v	Discuss the terms of an arrangement	Negotiate, intercede, mediate.
na:0339f	LAUGH	An agent LAUGHS a topic to a recipient towards a destination (+attribute)	bn:00087901v	Produce laughter	Laugh, scoff, convulse.
na:0340f	SHOUT	An agent SHOUTS a topic to a recipient	bn:00083174v	Shout loudly and without restraint	Shout, bawl, holler.
na:0341f	REPRESENT	An agent REPRESENTS a theme as a co-theme (+attribute)	bn:00085839v	Take the place of or be parallel or equivalent to	Represent, embody, personify.
na:0343f	FOCUS	An agent FOCUSES a theme on a topic (+attribute)	bn:00084726v	Direct one's attention on something	Focus, center.
na:0344f	LIKE	A cause makes an experiencer LIKE a stimulus using an instrument (+attribute)	bn:00090362v	Find enjoyable or agreeable	Love, like, admire.
na:0345f	TEACH	An agent TEACHES to a recipient a topic using an instrument	bn:00089791v	Impart skills or knowledge to	Teach, train, drill.
na:0346f	SIGNAL_INDICATE	An agent SIGNALS-INDICATES a topic to a recipient using an instrument in a location	bn:00083436v	Be a signal for or a symptom of	Indicate, signal, mark.
na:0347f	SING	An agent SINGS a theme for a beneficiary	bn:00093758v	Produce tones with the voice	Sing.
na:0348f	REVEAL	An agent REVEALS a topic to a recipient (+attribute)	bn:00083912v	Make known to the public information that was previously known only to a few people or that was meant to be kept a secret	Reveal, betray.
na:0349f	BETRAY	goal	bn:00083456v	Deliver to an enemy by treachery	Betray, cheat.
na:0354f	PAINT	An agent PAINTS a result on a destination with an instrument for a beneficiary	bn:00091390v	Apply paint to; coat with paint	Paint, draw, stipple.
na:0355f	LOWER	An agent LOWERS a theme of an extent from a source to a destination in a location in favour of a beneficiary	bn:00084074v	Move something or somebody to a lower position	Lower, sink.
na:0356f	VIOLATE	An agent VIOLATES a theme using an instrument to achieve a goal	bn:00083897v	Act in disregard of laws rules contracts or promises	Violate, intrude, trespass.
na:0357f	PUBLISH	An agent PUBLISHES a theme to a recipient	bn:00084099v	Prepare and issue for public distribution or sale	Publish, issue, bring out.
na:0360f	FIGHT	An agent FIGHTS against a co-agent on a topic	bn:00085711v	Be engaged in a fight; carry on a fight	Fight, wrestle.
na:0361f	PUT_APPLY_PLACE_PAVE	An agent PUTS-APPLIES-PLACES-PAVES a location with a theme using an instrument (+attribute)	bn:00090224v	Put into a certain place or abstract location	Put, apply, place.
na:0362f	BEFRIEND	An agent BEFRIENDS a co-agent	bn:00083329v	Become friends with	Befriend, bond, relate.
na:0364f	MEASURE_EVALUATE	An agent MEASURE-EVALUATES the value of a theme from a source to a destination for an extent using an instrument on a patient	bn:00090715v	Express as a number or measure or quantity	Measure, scale, evaluate.
na:0366f	ADD	An agent ADDS a patient to a co-patient for an extent having a result	bn:00082317v	Make an addition (to); join or combine or unite with others; increase the quality quantity size or scope of	Add, add together, supplement.
na:0368f	MEET	A cause makes a theme MEET a co-theme	bn:00085339v	Come together	Meet, reunite, come together.
na:0369f	SIGN	An SIGNS with a patient a theme to a recipient	bn:00093733v	Communicate silently and non-verbally by signals or signs	Sign, nod.
na:0372f	DEBASE_ADULTERATE	An agent DEBASES-ADULTERATES a patient for an extent using an instrument from a source to achieve a goal	bn:00082391v	Corrupt, debase, or make impure by adding a foreign or inferior substance; often by replacing valuable ingredients with inferior ones	Devalue, debase.
na:0373f	FACE_CHALLENGE	A cause makes an agent FACE-CHALLENGE a theme with a goal using an instrument (+attribute)	bn:00085595v	Oppose as in hostility or a competition	Face, confront, take on.
na:0379f	COUNT	An agent COUNTS a theme	bn:00085859v	Determine the number or amount of	Count, number, quantify.
na:0380f	SORT_CLASSIFY_ARRANGE	An agent SORTS-CLASSIFIES-ARRANGES a theme for a goal from a source to a destination (+attribute)	bn:00082777v	Put into a proper or systematic order	Sort, classify, line up.
na:0382f	CREATE_MATERIALIZE	An agent CREATES-MATERIALIZES a result with a co-agent using a material achieving a product for a beneficiary (+attribute)	bn:00086010v	Pursue a creative activity; be engaged in a creative activity	Create, design, compose.
na:0384f	MANAGE	An agent MANAGES a theme using an instrument to achieve a goal in favour of a beneficiary	bn:00084527v	Be in charge of act on or dispose of	Be in charge of, manage, take care.
na:0385f	DELAY	An agent DELAYS a theme for an extent from a source to a destination	bn:00086514v	Cause to be slowed down or delayed	Delay, retard, procrastinate.
na:0387f	DIRECT_AIM_MANEUVER	An agent DIRECTS-AIMS-MANEUVERS a theme from a source to a destination for an extent using an instrument (+attribute)	bn:00082487v	Move into a desired direction of discourse	Direct, aim, point.
na:0389f	REPEAT	An agent REPEATS a theme with a co-agent in favour of a beneficiary using an instrument (+attribute)	bn:00089731v	To say, state, or perform again	Repeat, iterate, cycle.
na:0390f	EMCEE	An agent EMCEES a patient	bn:00085467v	Act as a master of ceremonies	Emcee, do the honors.
na:0391f	PULL	An agent PULLS a theme from a source to a destination for an extent (+attribute)	bn:00087234v	Cause to move by pulling	Pull, tug, draw.
na:0394f	RUN	An agent make a theme RUN with a co-theme on a location or from a source to a destination for an extent for a purpose using an instrument	bn:00093170v	Move fast by using one's feet, with one foot off the ground at any given time	Run, rush, race.
na:0396f	AMASS	A cause makes an agent AMASS a theme in a result on a location for an asset from a source to a beneficiary using an instrument	bn:00082247v	Collect or gather	Collect, gather, amass.
na:0397f	FACIAL-EXPRESSION	A cause makes an agent do a FACIAL EXPRESSION with a patient to a recipient	bn:00090449v	Have a certain outward or facial expression	Make a facial expression.
na:0398f	PUNISH	A cause makes an agent PUNISH a patient for a theme with an asset	bn:00091527v	Impose a penalty on; inflict punishment on	Punish, get back, get even.
na:0400f	EMBELLISH	An agent EMBELLISHES a destination with a theme having a result	bn:00082386v	Make more attractive by adding ornament colour etc.	Embellish, decorate, beautify.
na:0401f	HOST_MEAL_INVITE	An agent HOSTS-GIVE A MEAL TO-INVITES a beneficiary	bn:00089484v	Be the host of or for	Invite, receive, host.
na:0402f	GUARANTEE_ENSURE_PROMISE	An agent GUARANTEES-ENSURES-PROMISES a theme to a beneficiary using an instrument (+attribute)	bn:00082881v	Make a promise or commitment	Guarantee, assure, promise.
na:0406f	TRANSLATE	An agent TRANSLATES a topic from a source to a destination	bn:00085683v	Make sense of; assign a meaning to	Translate, interpret, render.
na:0407f	OFFER	An agent OFFERS an asset for a theme to a recipient	bn:00091138v	Put forward for consideration	Offer, tender.
na:0408f	PARTICIPATE	An agent PARTICIPATES to a theme	bn:00087677v	Become a participant; be involved in	Participate, step in, intervene.
na:0410f	COMPETE	A cause makes an agent COMPETE with a co-agent for a goal	bn:00085468v	Compete for something; engage in a contest; measure oneself against others	Compete, race, campaign.
na:0413f	DECIDE_DETERMINE	An agent DECIDES-DETERMINES a theme on the base of a source using an instrument for a goal (+attribute)	bn:00086370v	Reach make or come to a decision about something	Determine, resolve.
na:0414f	DOWNPLAY_HUMILIATE	A stimulus DOWNPLAYS-HUMILIATES an experiencer of an extent using an instrument	bn:00087204v	Represent as less significant or important	Belittle, minimize, downplay.
na:0415f	PLAY_SPORT/GAME	An agent PLAYS A theme using an instrument	bn:00091708v	Participate in games or sport	Play a sport or game.
na:0417f	SIMULATE	An agent SIMULATES a theme with an instrument	bn:00085805v	Reproduce someone's behavior or looks	Simulate, reenact, imitate.
na:0418f	BORDER	An agent makes a theme BORDER with a co-theme	bn:00083798v	Form the boundary of; be contiguous to	Border, adjoin, neighbor.
na:0419f	ATTACH	An agent ATTACHES a patient to a destination using an instrument (+attribute)	bn:00082893v	Cause to be attached	Stick, attach, adhere.
na:0420f	ENCLOSE_WRAP	An agent ENCLOSES-WRAPS a theme in a co-theme	bn:00087593v	Enclose or enfold completely with or as if with a covering	Enclose, surround, wrap.
na:0421f	FILL	An agent FILLS a destination with a theme using an instrument	bn:00088175v	Make full also in a metaphorical sense	Fill, stuff, flood.
na:0422f	INSERT	An agent INSERTS a theme in a destination using an instrument	bn:00087594v	Introduce	Insert, inject, introduce.
na:0423f	SCORE	An agent SCORES a theme against a co-agent	bn:00089351v	Gain points in a game	Score.
na:0424f	AFFIRM	An agent AFFIRMS a theme to a recipient (+attribute)	bn:00082435v	To declare or affirm solemnly and formally as true	Assert, affirm, report.
na:0425f	JUSTIFY_EXCUSE	A cause makes an agent JUSTIFY-EXCUSE a theme to a destination using an instrument (+attribute)	bn:00082678v	Defend explain clear away or make excuses for by reasoning	Justify, excuse, apologize.
na:0426f	PARDON	An agent PARDONS a theme (+attribute)	bn:00087817v	Accept an excuse for	Pardon, absolve.
na:0427f	SETTLE_CONCILIATE	An agent SETTLES-CONCILIATES with a co-agent on a theme (+attribute)	bn:00086716v	Settle conclusively; come to terms	Settle, compromise, conciliate.
na:0429f	FINISH_CONCLUDE_END	An agent FINISHES-CONCLUDES-ENDS a theme using an instrument having a result on a location for an extent from a source to a beneficiary at a time	bn:00085475v	Come or bring to a finish or an end	Finish, end.
na:0430f	INCREASE_ENLARGE_MULTIPLY	An agent INCREASES-ENLARGES-MULTIPLIES the attribute of a patient of an extent from a source to a destination using an instrument on a location in favour of a beneficiary	bn:00089667v	Make bigger or more	Expand, increase, enlarge.
na:0431f	HURT_HARM_ACHE	An agent HURTS-HARMS-ACHES an experiencer using an instrument to achieve a goal	bn:00089533v	Give trouble or pain to	Hurt, suffer, harm.
na:0432f	WORSEN	An agent WORSENS a patient with an instrument of an extent from a source to a goal	bn:00086389v	Grow worse	Worsen, deteriorate.
na:0433f	AIR	An agent AIRS a patient	bn:00082420v	Expose to fresh air	Ventilate, air.
na:0434f	COMBINE_MIX_UNITE	An agent COMBINES-MIXES-UNITES a patient and a co-patient using an instrument in a location achieving a result	bn:00082565v	To bring or combine together or with something else	Combine, unify, incorporate.
na:0435f	AROUSE_WAKE_ENLIVEN	An agent makes a stimulus AROUSE-WAKE-ENLIVEN an experiencer with an instrument having a result from a source to a goal (+attribute)	bn:00082768v	Call forth (emotions, feelings, and responses)	Arouse, enliven.
na:0436f	HEAT	An agent HEATS a patient using an instrument	bn:00089282v	Make hot or hotter	Heat.
na:0437f	DIRTY	An agent DIRTIES a destination with a theme using an instrument	bn:00083350v	Make soiled, filthy, or dirty	Smear, contaminate, foul.
na:0438f	INFLUENCE	An agent INFLUENCES a patient with a stimulus (+attribute)	bn:00082304v	Have and exert influence or effect	Influence, bias.
na:0441f	BURN	An agent BURNS a patient using an instrument	bn:00084272v	Undergo combustion	Burn, combust, sear.
na:0442f	COLOR	An agent COLORS a patient with a result in comparison to a co-patient	bn:00085302v	Add color to	Color, pigment.
na:0443f	SHAPE	An agent SHAPES a patient as a result	bn:00088490v	Give shape or form to	Shape, form, twist.
na:0444f	DRY	An agent DRIES a patient	bn:00087401v	Remove the moisture from and make dry	Dry, desiccate, dehydrate.
na:0445f	WEAKEN	An agent WEAKENS a patient with a stimulus using an instrument  from a source to a destination state for an extent on a location	bn:00095682v	Lessen the strength of	Weaken, blunt, dampen.
na:0446f	STRENGTHEN_MAKE-RESISTANT	An agent STRENGTHENS-MAKES RESISTANT a patient of an extent from a source state to a destination state using an instrument	bn:00083317v	Make strong or stronger	Strengthen, reinforce, harden.
na:0448f	REST	An agent RESTS a patient	bn:00084024v	Take a short break from one's activities in order to relax	Rest, catch one's breath.
na:0449f	LIGHTEN	An agent LIGHTENS a patient of an extent	bn:00084052v	Make lighter or brighter	Lighten, brighten.
na:0450f	BURDEN_BEAR	An agent makes a recipient BURDEN-BEAR a theme	bn:00093225v	Load or burden; encumber	Burden, load, encumber, weigh.
na:0451f	REPAIR_REMEDY	An agent REPAIRS-REMEDIES a patient for a beneficiary	bn:00084308v	Restore by replacing a part or putting together what is torn or broken	Repair, patch, remedy.
na:0452f	SLEEP	An agent SLEEPS a theme at a time	bn:00084684v	Be asleep	Sleep.
na:0453f	CAVE_CARVE	An agent CAVES-CARVES a patient using a material to have a result for a beneficiary	bn:00084607v	Engrave or cut by chipping away at a surface	Carve, engrave.
na:0454f	COOL	An agent COOLS a patient from a source state using an instrument (+attribute)	bn:00084893v	Make cool or cooler	Freeze, cool, chill.
na:0457f	EMPTY_UNLOAD	An agent EMPTIES-UNLOADS a theme from a source to a destination for an extent using an instrument	bn:00087578v	Make void or empty of contents	Empty, discharge, unload.
na:0458f	CUT	An agent CUTS a patient from a source making a product using an instrument in favour of a beneficiary achieving a result	bn:00086178v	Separate with or as if with an instrument	Cut, trim, shave.
na:0459f	STRAIGHTEN	An agent STRAIGHTENS a patient with an instrument	bn:00094410v	Make straight	Straighten, unbend, disentangle.
na:0460f	COMMUNIZE	An agent COMMUNIZES a patient	bn:00085432v	Make something the property of the commune or community	Communize, sovietize.
na:0461f	ENDANGER	An agent ENDANGERS a patient with an instrument	bn:00087613v	Put in a dangerous disadvantageous or difficult position	Endanger, peril, run into.
na:0462f	COOK	An agent COOKS a patient using an instrument from a source for a beneficiary	bn:00085785v	Transform and make suitable for consumption by heating	Cook, bake.
na:0463f	TREAT-WITH/BY	An agent TREATS a patient WITH an instrument	bn:00087163v	Treat with an agent; add (an agent) to	Treat with something (e.g. iodize, nitrify).
na:0469f	PRESS_PUSH_FOLD	An agent PRESSES-PUSHES-FOLDS a patient using an instrument from a source state to a goal for an extent making a product	bn:00091986v	Exert pressure or force to or upon	Press, squeeze, compact.
na:0470f	SLOW-DOWN	An agent SLOWS DOWN a patient from a source state to a destination state	bn:00086364v 	Lose velocity; move more slowly	Slow down, decelerate, retard.
na:0472f	HANG	An agent HANGS a theme on a location	bn:00089179v	Cause to be hanging or suspended	Hang, dangle.
na:0473f	CLOUD_SHADOW_HIDE	An agent CLOUDS-SHADOWS-HIDES a patient from a beneficiary in a location using an instrument (+attribute)	bn:00085509v	Prevent from being seen or discovered	Occult, hide, obscure.
na:0474f	SHARPEN	An agent SHARPENS a patient using an instrument	bn:00093578v	Make sharp or sharper	Sharpen, edge.
na:0475f	INVERT_REVERSE	An agent INVERTS-REVERSES a patient to a destination	bn:00084777v 	Change to the contrary	Invert, reverse, turn over.
na:0477f	COMPLEXIFY	An agent COMPLEXIFIES a patient	bn:00085481v	Make complex	Complexify, hinder, ramify.
na:0478f	PRINT	An agent PRINTS a theme on a destination for a beneficiary	bn:00089639v	Reproduce by printing	Print, impress.
na:0479f	USE	An agent USES a patient to achieve a goal using an instrument	bn:00082948v	Take or use	Use, utilize, apply.
na:0480f	DIP_DIVE	An agent DIPS-DIVES a patient with a co-patient  in a destination using an instrument for an extent from a source to achieve a goal in a location	bn:00086849v	Immerse briefly into a liquid so as to wet, coat, or saturate	Dip, dunk, plunge.
na:0481f	AUTOMATIZE	An agent AUTOMATIZES a patient	bn:00082941v	Make automatic or control or operate automatically	Automatize, automate, mechanize.
na:0482f	MESS	An agent MESSES a patient in a location using an instrument	bn:00090749v	Make a mess of or create disorder in	Mess up, ruffle, destabilize.
na:0483f	MOUNT_ASSEMBLE_PRODUCE	An agent MOUNTS-ASSEMBLES-PRODUCES a product with a material having a result for a beneficiary (+attribute)	bn:00082845v	Create by putting components or members together	Construct, build, manufacture.
na:0486f	OVERCOME_SURPASS	A theme OVERCOMES-SURPASSES a co-theme in an attribute of an extent	bn:00087795v	Be or do something to a greater degree	Overcome, surpass, exceed.
na:0487f	SIMPLIFY	An agent SIMPLIFIES a patient	bn:00093755v	Make simpler or easier or reduce in complexity or extent	Simplify, facilitate, help.
na:0490f	FLATTEN_SMOOTHEN	An agent FLATTENS-SMOOTHENS a patient using an instrument	bn:00088285v	Make flat or flatter	Flatten, even out, level.
na:0491f	CANCEL_ELIMINATE	An agent CANCELS-ELIMINATES a patient from a source to achieve a goal using an instrument	bn:00084456v	Remove or make invisible	Cancel, delete, erase.
na:0492f	DIM	An agent DIMS a patient	bn:00086836v	Become dim or lusterless	Dim, blur, darken.
na:0494f	HOLE_PIERCE	An agent HOLES-PIERCES a patient using an instrument to achieve a goal having a result	bn:00089423v	Make holes in	Puncture, perforate, pierce.
na:0496f	LOAD_PROVIDE_CHARGE_FURNISH	An agent LOADS-PROVIDES-CHARGES-FURNISHES a recipient with a theme using an instrument (+attribute)	bn:00088643v	Give something useful or necessary to	Stock, supply, provide.
na:0497f	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	An agent RESTORES TO A PREVIOUS/INITIAL STATE-UNDOES-UNWINDS a patient from a source state to a destination state (+attribute)	bn:00095378v	Cancel, annul or reverse an action or its effect	Restore, revert, undo.
na:0500f	SPEED-UP	An agent SPEEDS UP a theme of an extent from source speed to a destination speed	bn:00083190v	Spend or use time	Speed up, hasten, accelerate.
na:0501f	LIGHT_SHINE	An agent makes a theme LIGHT-SHINE in a location (+attribute)	bn:00083216v	Emit light; be bright, as of the sun or a light	Shine, scintillate, gleam.
na:0502f	ASSIGN-smt-to-smn	An agent ASSIGNS a result to a theme from a source	bn:00082857v	Give an assignment to (a person) to a post, or assign a task to (a person)	Assign, appoint, invest.
na:0503f	PROMOTE	An agent PROMOTES a theme from a source position to a result position	bn:00085124v	Improve one's social status	Promote, upgrade, advance.
na:0504f	ARRIVE	An agent ARRIVES to a destination from a source for an extent using an in instrument in a location to achieve a goal	bn:00082788v	Reach a destination; arrive by movement or progress	Come, arrive, reach a destination.
na:0505f	LAND_GET-OFF	An agent LANDS a patient or GETS OFF in a location	bn:00088767v	Leave a vehicle, aircraft, etc.	Land, dock, get off.
na:0506f	ENTER	An agent ENTERS a destination	bn:00085363v	To come or go into	Enter.
na:0507f	PRONOUNCE	An agent PRONOUNCES a theme as a result	bn:00082800v	Speak pronounce or utter in a certain way	Pronounce.
na:0508f	OFFEND_DISESTEEM	A cause makes an agent OFFEND-DISESTEEM an experiencer with a stimulus	bn:00091134v	Cause to feel resentment or indignation	Offend, discredit, shame.
na:0509f	STAY_DWELL	An agent makes a theme STAY-DWELL in a location with a co-theme	bn:00082137v	Dwell	Settle, dwell, reside.
na:0511f	SEEM	A theme SEEMS an attribute to an experiencer	bn:00082690v	Give a certain impression or have a certain outward aspect	Seem, look, appear.
na:0512f	COST	A theme COSTS a value to a beneficiary	bn:00083193v	Be priced at	Cost.
na:0514f	SWITCH-OFF_TURN-OFF_SHUT-DOWN	An agent SWITCHES OFF-TURNS OFF-SHUTS DOWN a patient using an instrument at a time	bn:00086201v	Cause to stop operating by disengaging a switch	Switch off, deactivate, shut down.
na:0520f	CORRELATE	An agent CORRELATES a theme with a co-theme	bn:00085836v	Bring into a mutual, complementary, or reciprocal relation	Relate, associate, colligate.
na:0521f	SEE	An experiencer SEES a stimulus in favour of a beneficiary (+attribute)	bn:00093430v	Perceive by sight or have the power to perceive by sight	Watch, see, observe.
na:0522f	ORIENT	An agent ORIENTS a patient towards a goal	bn:00091198v	Determine one's position with reference to another point	Orient, face.
na:0523f	LIE	An agent makes a theme LIE on a location to a destination together with a co-theme	bn:00090321v	Be located or situated somewhere; occupy a certain position	Lie, sit, rest.
na:0524f	POPULATE	An agent POPULATES a location with a theme	bn:00091855v	Fill with inhabitants	Populate.
na:0525f	ATTEND	An experiencer ATTENDS a stimulus	bn:00082907v	Be present at (meetings church services university) etc.	Attend, follow, be present at.
na:0526f	EXIST_LIVE	A theme EXISTS-LIVES with a co-theme (+attribute)	bn:00083184v	Have an existence, be extant	Live, be, exist.
na:0527f	MATCH	An agent MATCHES theme with a co-theme (+attribute)	bn:00082477v	Be compatible similar or consistent; coincide in their characteristics	Match, coincide.
na:0532f	BLIND	An agent BLINDS a patient with a theme	bn:00083604v	Render unable to see	Blind, abacinate.
na:0533f	FAIL_LOSE	A cause makes an agent FAILS-LOSE a theme from a source to a destination for an extent in a location with a co-agent	bn:00087967v	Be unsuccessful	Fail, lose.
na:0534f	SEPARATE_FILTER_DETACH	An agent SEPARATES-FILTERS-DETACHES a patient from a co-patient with an instrument achieving a result for a beneficiary (+attribute)	bn:00087076v	Force, take, or pull apart	Separate, break up, disperse.
na:0535f	BREATH_BLOW	An agent BREATHES-BLOWS a theme to a destination	bn:00084018	Draw air into, and expel out of, the lungs	Blow, puff.
na:0537f	EXPLODE	An agent makes a patient EXPLODE using an instrument having a result	bn:00084287v	Burst outward, usually with noise	Explode, burst, detonate.
na:0538f	TASTE	An experiencer TASTES a stimulus	bn:00094832v	Perceive by the sense of taste	Taste, savor, degust.
na:0539f	CASTRATE	An agent CASTRATES a patient	bn:00082557	Remove the ovaries of	Castrate, neuter.
na:0541f	ODORIZE	An agent ODORIZES a destination (+theme)	bn:00091552v	Apply perfume to	Smell, perfume, aromatize.
na:0545f	PLAN_SCHEDULE	An agent PLANS-SCHEDULES a theme for a beneficiary at a time to achieve a goal (+attribute)	bn:00085742v	Make or work out a plan for; devise	Plan, intend, schedule.
na:0546f	FLATTER	An agent FLATTERS a patient with a topic	bn:00083550v	Praise somewhat dishonestly	Adulate, flatter.
na:0547f	CITE	An agent CITES a theme from a source (+attribute)	bn:00082412v	Make reference to	Cite, name, quote.
na:0548f	INFER	An agent INFERS a theme from a source with a co-agent	bn:00086430v	Reason by deduction; establish by deduction	Infer, deduce, deduct.
na:0550f	FEEL	An experiencer FEELS a stimulus for a destination	bn:00087864v	Undergo an emotional sensation or be in a particular state of mind	Feel.
na:0552f	DEVELOP_AGE	A cause makes a theme AGE or DEVELOP an attribute with a material using an instrument having a product	bn:00082450v	Grow old or older	Mature, age.
na:0553f	DRESS_WEAR	An agent DRESSES a patient or WEAR a theme	bn:00089252v	Be dressed in	Wear, dress.
na:0554f	BEND	An agent BENDS a patient	bn:00083402v	Form a curve	Bend, flex, curve.
na:0556f	LOSE	An agent LOSES a theme to a recipient	bn:00090485v	Fail to keep or to maintain; cease to have, either physically or in an abstract sense	Decay, disintegrate, lose.
na:0558f	FORGET	An agent FORGETS a theme	bn:00087488v	Remove completely from recognition or memory	Forget, obliterate, unlearn.
na:0559f	FALL_SLIDE-DOWN	An agent makes a theme FALL-SLIDE DOWN with a co-theme from a source to a destination for an extent on a location	bn:00087976v	Descend in free fall under the influence of gravity	Fall down, flop, sink.
na:0560f	RESIGN_RETIRE	An agent RESIGNS-RETIRES from a source	bn:00090280v	Give up or retire from a position	Withdraw, retire, resign.
na:0561f	SPOIL	A cause makes a patient SPOIL with a result	bn:00088943v	Become unfit for consumption or use	Spoil, wilt.
na:0562f	INCLINE	An agent INCLINES a patient towards a destination	bn:00089660v	Have as a part, be made up out of	Incline, lean, tilt.
na:0563f	WEAVE	An agent WEAVES a patient with a co-patient using a material resulting in a product	bn:00094990v	Create a piece of cloth by interlacing strands of fabric such as wool or cotton	Weave, intertwine, lace.
