abandonment.n.01	the act of giving something up	GIVE-UP_ABOLISH_ABANDON	1	CHANGE_SWITCH	1	BETRAY	1
carry.n.01	the act of carrying something	CARRY_TRANSPORT	3	CIRCULATE_SPREAD_DISTRIBUTE	2	EXTEND	2	CONTAIN	1	STABILIZE_SUPPORT-PHYSICALLY	1	SHOW	1	POSSESS	1	TRANSMIT	1	CHANGE_SWITCH	1	REACH	1	ARRIVE	1
output.n.02	production of a certain amount	GENERATE	2	PAY	1
beat.n.06	the sound of stroke or blow	HIT	1	MAKE-A-SOUND	1
beat.n.09	a stroke or blow	HIT	1	SHAPE	1
exhaustion.n.03	the act of exhausting something entirely	CONSUME_SPEND	2	EXHAUST	1	FINISH_CONCLUDE_END	1
fibbing.n.01	a trivial act of lying or being deliberately unclear	DECEIVE	1	SPEAK	1
lying.n.01	the deliberate act of deviating from the truth	DECEIVE	2	MOUNT_ASSEMBLE_PRODUCE	1
drive.n.01	the act of applying force to propel something	DRIVE-BACK	1	GO-FORWARD	1
rebuff.n.02	an instance of driving away or warding off	DRIVE-BACK	2	REFUSE	1
thrill.n.03	something that causes you to experience a sudden intense feeling or sensation	CAUSE-MENTAL-STATE	1	ENJOY	1
fog.n.02	an atmosphere in which visibility is reduced because of a cloud of some substance	CLOUD_SHADOW_HIDE	1	DIM	1
turn.n.04	an unforeseen development	CHANGE_SWITCH	2	CHANGE-APPEARANCE/STATE	1
badgering.n.01	the act of harassing someone	TREAT	1	CAUSE-MENTAL-STATE	1
crucifixion.n.03	the infliction of extremely painful punishment or suffering	TREAT	1	HURT_HARM_ACHE	1
fortification.n.03	the addition of an ingredient for the purpose of enrichment (as the addition of alcohol to wine or the addition of vitamins to food)	STRENGTHEN_MAKE-RESISTANT	1	ADD	1	EXIST-WITH-FEATURE	1
beep.n.01	a short high tone produced as a signal or warning	MAKE-A-SOUND	2	SUMMON	1
fraud.n.03	something intended to deceive; deliberate trickery intended to gain an advantage	DECEIVE	2	JOKE	1
generation.n.07	the act of producing offspring or multiplying by such production	GIVE-BIRTH	3	HAVE-SEX	1	TRANSMIT	1	CIRCULATE_SPREAD_DISTRIBUTE	1
genesis.n.01	a coming into being	GIVE-BIRTH	1	CREATE_MATERIALIZE	1
consideration.n.01	the process of giving careful thought to something	SUBJECTIVE-JUDGING	1	CONSIDER	1	TAKE-INTO-ACCOUNT_CONSIDER	1	UNDERSTAND	1
consideration.n.03	a discussion of a topic (as in a meeting)	SUBJECTIVE-JUDGING	1	CONSIDER	1	TAKE-INTO-ACCOUNT_CONSIDER	1
deprecation.n.02	the act of expressing disapproval (especially of yourself)	DOWNPLAY_HUMILIATE	2	REFUSE	1
minimization.n.01	the act of reducing something to the least possible amount or degree or position	DOWNPLAY_HUMILIATE	2	REDUCE_DIMINISH	1
bell.n.03	the sound of a bell being struck	ATTACH	1	PERFORM	1
haste.n.02	the act of moving hurriedly and in a careless manner	RUN	3	BEHAVE	1	OBLIGE_FORCE	1
stoop.n.01	an inclination of the top half of the body forward and downward	LOWER	1	TRAVEL	1
spatter.n.02	the act of splashing a (liquid) substance on a surface	DIRTY	2	WET	2
bet.n.02	the act of gambling	GUESS	1	BID	1
informing.n.01	to furnish incriminating evidence to an officer of the law (usually in return for favors)	BETRAY	1	INFORM	1
shit.n.04	a coarse term for defecation	BETRAY	1	EXCRETE	1
deception.n.02	the act of deceiving	DECEIVE	2	CLOUD_SHADOW_HIDE	1
bicker.n.01	a quarrel about petty points	ARGUE-IN-DEFENSE	1	QUARREL_POLEMICIZE	1
branching.n.01	the act of branching out or dividing into branches	SEPARATE_FILTER_DETACH	3	GROW_PLOW	1
slip.n.15	the act of avoiding capture (especially by cunning)	LEAVE_DEPART_RUN-AWAY	1	GO-FORWARD	1
charge.n.11	request for payment of a debt	CHARGE	2	PAY	1
billow.n.01	a large sea wave	RAISE	2	GO-FORWARD	1
rush.n.02	a sudden forceful flow	GO-FORWARD	1	RAISE	1
tying.n.01	the act of tying or binding things together	SECURE_FASTEN_TIE	2	ATTACH	1
spin.n.02	the act of rotating rapidly	MOVE-SOMETHING	1	MOVE-ONESELF	1	TRAVEL	1	TURN_CHANGE-DIRECTION	1	PULL	1
run.n.06	a regular trip	SELL	1	TRAVEL	1
veto.n.01	a vote that blocks a decision	REFUSE	1	PRECLUDE_FORBID_EXPEL	1
blackmail.n.01	extortion of money by threats to divulge discrediting information	INFLUENCE	1	STEAL_DEPRIVE	1
mistake.n.01	a wrong action attributable to bad judgment or ignorance or inattention	ACCUSE	1	MISTAKE	1
blandishment.n.02	the act of urging by means of teasing or flattery	FLATTER	1	PERSUADE	1
flare.n.02	a sudden burst of flame	BURN	1	LIGHT_SHINE	1
venesection.n.01	surgical incision into a vein; used to treat hemochromatosis	EXCRETE	1	CUT	1
blend.n.01	an occurrence of thorough mixing	COMBINE_MIX_UNITE	1	HARMONIZE	1
blend.n.03	the act of blending components together thoroughly	COMBINE_MIX_UNITE	1	HARMONIZE	1
coalescence.n.01	the union of diverse things into one body or form or group; the growing together of parts	HARMONIZE	1	COMBINE_MIX_UNITE	1	BORDER	1	CHANGE-APPEARANCE/STATE	1
fusion.n.01	an occurrence that involves the production of a union	COMBINE_MIX_UNITE	2	HARMONIZE	1
fusion.n.07	the act of fusing (or melting) together	HARMONIZE	1	CONVERT	1
consecration.n.02	(religion) sanctification of something by setting it apart (usually with religious rites) as dedicated to God	COMMUNE	1	ASSIGN-smt-to-smn	1	FOCUS	1
sanctification.n.01	a religious ceremony in which something is made holy	COMMUNE	1	CHANGE-APPEARANCE/STATE	1
blink.n.01	a reflex that closes and opens the eyes rapidly	FACIAL-EXPRESSION	1	DRIVE-BACK	1
vesiculation.n.01	the formation of vesicles in or beneath the skin	CHANGE-APPEARANCE/STATE	2	HURT_HARM_ACHE	1
stop.n.02	the act of stopping something	STOP	3	FINISH_CONCLUDE_END	1
blockade.n.01	a war measure that isolates some area of importance to the enemy	STOP	1	ENCLOSE_WRAP	1
blossoming.n.01	the time and process of budding and unfolding of blossoms	GROW_PLOW	1	APPEAR	1
mottling.n.01	the act of coloring with areas of different shades	DIRTY	1	COLOR	1
brag.n.01	an instance of boastful talk	BEHAVE	1	ENJOY	1	SHOUT	1
extinction.n.06	the act of extinguishing; causing to stop burning	RESTRAIN	1	KILL	1
snivel.n.01	whining in a tearful manner	CRY	1	SPEAK	1
snuffle.n.01	the act of breathing heavily through the nose (as when the nose is congested)	BREATH_BLOW	2	CRY	1
concentration.n.03	strengthening the concentration (as of a solute in a mixture) by removing diluting material	COOK	2	SUMMARIZE	2	CHANGE-APPEARANCE/STATE	1
concentration.n.04	increase in density	COOK	2	CHANGE-APPEARANCE/STATE	1
dash.n.06	the act of moving with great haste	JUMP	1	RUN	1
failing.n.02	failure to reach a minimum required performance	FAIL_LOSE	1	SUBJECTIVE-JUDGING	1
buzz.n.01	sound of rapid vibration	MAKE-A-SOUND	1	SUMMON	1
hiss.n.01	a fricative sound (especially as an expression of disapproval)	CRITICIZE	1	MAKE-A-SOUND	1	SPEAK	1
booking.n.02	the act of reserving (a place or passage) or engaging the services of (a person or group)	RESERVE	2	RECORD	1
ejection.n.02	the act of forcing out someone or something	DRIVE-BACK	2	DISMISS_FIRE-SMN	1
kowtow.n.01	a former Chinese custom of touching the ground with the forehead as a sign of respect or submission	FLATTER	1	LOWER	1
hug.n.01	a tight or amorous embrace	TOUCH	1	CATCH	1
suppression.n.02	the act of withholding or withdrawing some book or writing from publication or circulation	RETAIN_KEEP_SAVE-MONEY	1	PRECLUDE_FORBID_EXPEL	1
bounce.n.03	rebounding from an impact (or series of impacts)	MOVE-BACK	1	MOVE-ONESELF	1
leap.n.01	a light, self-propelled movement upwards or forwards	JUMP	2	MOVE-BACK	1	GO-FORWARD	1
resilience.n.02	an occurrence of rebounding or springing back	MOVE-BACK	1	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	1
ricochet.n.01	a glancing rebound	MOVE-BACK	1	HIT	1
limitation.n.05	an act of limiting or restricting (as by regulation)	RESTRAIN	3	REDUCE_DIMINISH	1
prostration.n.02	abject submission; the emotional equivalent of prostrating your body	LOWER	1	WEAKEN	1
upset.n.05	the act of upsetting something	INVERT_REVERSE	1	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	1
box.n.10	a blow with the hand (usually on the ear)	HIT	1	FIGHT	1
boxing.n.01	fighting with the fists	HIT	1	FIGHT	1
denunciation.n.01	a public act of denouncing	ACCUSE	1	CRITICIZE	1
stigmatization.n.01	the act of stigmatizing	ACCUSE	1	SIGNAL_INDICATE	1
clack.n.01	a sharp abrupt noise as if two objects hit together; may be repeated	MAKE-A-SOUND	2	HIT	1
bray.n.01	the cry of an ass	MAKE-A-SOUND	1	LAUGH	1
crush.n.04	the act of crushing	PRESS_PUSH_FOLD	3	BREAK_DETERIORATE	2
grind.n.04	the act of grinding to a powder or dust	BREAK_DETERIORATE	3	PRESS_PUSH_FOLD	1	MAKE-A-SOUND	1
breakage.n.03	the act of breaking something	BREAK_DETERIORATE	2	DESTROY	2	SEPARATE_FILTER_DETACH	1
flop.n.03	a complete failure	DESTROY	1	FAIL_LOSE	1
discontinuance.n.01	the act of discontinuing or breaking off; an interruption (temporary or permanent)	STOP	1	FINISH_CONCLUDE_END	1
expose.n.01	the exposure of an impostor or a fraud	REVEAL	2	PROVE	1	REMOVE_TAKE-AWAY_KIDNAP	1
surf.n.01	waves breaking on the shore	ROLL	1	MOVE-BY-MEANS-OF	1
dissolution.n.05	the termination or disintegration of a relationship (between persons or nations)	DISBAND_BREAK-UP	1	FINISH_CONCLUDE_END	1
separation.n.02	coming apart	DISBAND_BREAK-UP	2	SEPARATE_FILTER_DETACH	2
relegation.n.02	the act of assigning (someone or something) to a particular class or category	ASSIGN-smt-to-smn	1	SORT_CLASSIFY_ARRANGE	1
cave_in.n.01	the sudden collapse of something into a hollow beneath it	BREAK_DETERIORATE	1	LOWER	1
crash.n.03	a sudden large decline of business or the prices of stocks (especially one that causes additional failures)	BREAK_DETERIORATE	1	WEAKEN	1	REDUCE_DIMINISH	1
fracture.n.03	the act of cracking something	BREAK_DETERIORATE	3	HIT	1
chip.n.09	the act of chipping something	BREAK_DETERIORATE	2	SEPARATE_FILTER_DETACH	1
secession.n.03	formal separation from an alliance or federation	DISBAND_BREAK-UP	1	RESIGN_RETIRE	1
dislocation.n.02	the act of disrupting an established order so it fails to continue	STOP	1	REMOVE_TAKE-AWAY_KIDNAP	1
dispersion.n.01	spreading widely or driving off	SEPARATE_FILTER_DETACH	1	LEAVE_DEPART_RUN-AWAY	1
dispersion.n.03	the act of dispersing or diffusing something	SEPARATE_FILTER_DETACH	1	CIRCULATE_SPREAD_DISTRIBUTE	1	ORGANIZE	1	AFFECT	1
dissipation.n.01	breaking up and scattering by dispersion	SEPARATE_FILTER_DETACH	1	LEAVE_DEPART_RUN-AWAY	1
scatter.n.02	the act of scattering	COVER_SPREAD_SURMOUNT	2	SEPARATE_FILTER_DETACH	1	LEAVE_DEPART_RUN-AWAY	1	BURY_PLANT	1	CIRCULATE_SPREAD_DISTRIBUTE	1
dissolving.n.01	the process of going into solution	COMBINE_MIX_UNITE	1	DESTROY	1
dissolution.n.01	separation into component parts	FINISH_CONCLUDE_END	1	SEPARATE_FILTER_DETACH	1
breathing.n.01	the bodily process of inhalation and exhalation; the process of taking in oxygen from inhaled air and releasing carbon dioxide by exhalation	BREATH_BLOW	2	REST	1
emission.n.01	the act of emitting; causing to flow forth	EMIT	3	FLOW	1
reproduction.n.05	the sexual activity of conceiving and bearing offspring	HAVE-SEX	1	GIVE-BIRTH	1
cinch.n.01	any undertaking that is easy to do	GO-FORWARD	1	LEARN	1	DEFEAT	1
overproduction.n.01	too much production or more than expected	MOUNT_ASSEMBLE_PRODUCE	2	FLOW	1
transportation.n.02	the act of moving something from one location to another	BRING	2	TRANSMIT	2	CARRY_TRANSPORT	1
return.n.05	the act of going back to a prior location	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND	1	MOVE-BACK	1
subversion.n.02	the act of subverting; as overthrowing or destroying a legally constituted government	OPPOSE_REBEL_DISSENT	1	DESTROY	1
imposition.n.01	the act of imposing something (as a tax or an embargo)	OBLIGE_FORCE	1	CHARGE	1
trial.n.06	an annoying or frustrating or catastrophic event	HURT_HARM_ACHE	2	OBLIGE_FORCE	1
landing.n.03	the act of coming down to the earth (or other surface)	LAND_GET-OFF	1	ARRIVE	1
trim.n.04	cutting down to the desired size or shape	CUT	2	REDUCE_DIMINISH	1
inducement.n.02	act of bringing about a desired result	INCITE_INDUCE	2	SPEED-UP	1
induction.n.05	the act of bringing about something (especially at an early time)	INCITE_INDUCE	1	SPEED-UP	1	TEACH	1
externalization.n.02	embodying in an outward form	EXTRACT	1	CONVERT	1
breeding.n.03	helping someone grow up to be an accepted member of the community	INCREASE_ENLARGE_MULTIPLY	2	DEVELOP_AGE	1
circulation.n.06	the spread or transmission of something (as news or money) to a wider group or area	CIRCULATE_SPREAD_DISTRIBUTE	2	GIVE_GIFT	1
spread.n.01	process or result of distributing or extending over a wide expanse of space	CIRCULATE_SPREAD_DISTRIBUTE	4	COVER_SPREAD_SURMOUNT	2	ORGANIZE	1
spread.n.10	act of extending over a wider scope or expanse of space or time	CIRCULATE_SPREAD_DISTRIBUTE	3	COVER_SPREAD_SURMOUNT	2	ORGANIZE	1
hatch.n.01	the production of young from an egg	LIE	1	GIVE-BIRTH	1
sweeping.n.01	the act of cleaning with a broom	REMOVE_TAKE-AWAY_KIDNAP	1	WASH_CLEAN	1
shopping.n.01	searching for or buying goods or services	SEARCH	1	BUY	1
graze.n.02	the act of grazing	EAT_BITE	2	CORRODE_WEAR-AWAY_SCRATCH	1	NOURISH_FEED	1	HURT_HARM_ACHE	1
sweep.n.06	a movement in an arc	TRAVEL	1	GO-FORWARD	1	MOVE-SOMETHING	1
disregard.n.01	lack of attention and due care	REFUSE	1	DOWNPLAY_HUMILIATE	1	MISS_OMIT_LACK	1
disregard.n.02	willful lack of care and attention	REFUSE	1	DOWNPLAY_HUMILIATE	1	MISS_OMIT_LACK	1
jerk.n.02	an abrupt spasmodic movement	MOVE-ONESELF	2	JUMP	1	THROW	1	MOVE-SOMETHING	1	PULL	1
giving_up.n.01	a verbal act of admitting defeat	AGREE_ACCEPT	1	GIVE-UP_ABOLISH_ABANDON	1
devising.n.01	the act that results in something coming to be	MOUNT_ASSEMBLE_PRODUCE	4	CREATE_MATERIALIZE	2	CARRY-OUT-ACTION	1	ORGANIZE	1	EXIST-WITH-FEATURE	1
exploitation.n.01	the act of making some area of land or water more profitable or productive or useful	BENEFIT_EXPLOIT	3	AMELIORATE	1
lurch.n.01	an unsteady uneven gait	MOVE-ONESELF	1	GO-FORWARD	1	TRAVEL	1
hesitation.n.03	the act of pausing uncertainly	STOP	2	SPEAK	1	MOVE-ONESELF	1
meeting.n.03	a casual or unexpected convergence	FIND	1	MEET	1
bunco.n.01	a swindle in which you cheat at gambling or persuade a person to buy worthless property	STEAL_DEPRIVE	1	DECEIVE	1
exploitation.n.02	an act that exploits or victimizes someone (treats them unfairly)	BENEFIT_EXPLOIT	2	STEAL_DEPRIVE	1	HURT_HARM_ACHE	1
scam.n.01	a fraudulent business scheme	STEAL_DEPRIVE	2	DECEIVE	1
swindle.n.01	the act of swindling by some fraudulent scheme	FAKE	2	STEAL_DEPRIVE	1	DECEIVE	1
fire.n.03	the process of combustion of inflammable materials producing heat and light and (often) smoke	DESTROY	1	CHANGE-APPEARANCE/STATE	1	FUEL	1	BURN	1
incandescence.n.01	the phenomenon of light emission by a body as its temperature is raised	BURN	2	LIGHT_SHINE	1
foray.n.01	a sudden short attack	ATTACK_BOMB	1	VIOLATE	1	STEAL_DEPRIVE	1
snap.n.07	a sudden breaking	SEPARATE_FILTER_DETACH	1	BREAK_DETERIORATE	1
bustle.n.01	a rapid active commotion	MOVE-ONESELF	2	HELP_HEAL_CARE_CURE	1
flirt.n.02	playful behavior intended to arouse sexual interest	COURT	1	BEHAVE	1
redemption.n.03	the act of purchasing back something previously sold	BUY	1	PAY	1
death.n.01	the event of dying or departure from life	KILL	1	HURT_HARM_ACHE	1
death.n.02	the permanent end of all life functions in an organism or part of an organism	KILL	1	HURT_HARM_ACHE	1
death.n.08	the act of killing	KILL	1	HURT_HARM_ACHE	1
passing.n.02	euphemistic expressions for death	LEAVE_DEPART_RUN-AWAY	3	KILL	1
calibration.n.01	the act of checking or adjusting (by comparison with a standard) the accuracy of a measuring instrument	ADJUST_CORRECT	3	MEASURE_EVALUATE	1
ring.n.06	the sound of a bell ringing; ; ; --E. A. Poe	PERFORM	2	COMMUNICATE_CONTACT	1	MAKE-A-SOUND	1
memory.n.02	the cognitive processes whereby past experience is remembered	REMEMBER	3	STUDY	1
pickup.n.08	the act or process of picking up or collecting from various places	GROUP	1	BUY	1
mobilization.n.01	act of assembling and putting into readiness for war or other emergency:	PREPARE	2	CHANGE_SWITCH	2	SUMMON	1
mobilization.n.02	act of marshaling and organizing and making ready for use or action	SUMMON	1	PREPARE	1
rally.n.02	the feat of mustering strength for a renewed effort	SUMMON	1	AMASS	1
sedation.n.02	the administration of a sedative agent or drug	MAKE-RELAX	1	GIVE_GIFT	1
disguise.n.03	the act of concealing the identity of something by modifying its appearance	CLOUD_SHADOW_HIDE	1	DECEIVE	1
dismissal.n.04	the termination of someone's employment (leaving them free to depart)	DISMISS_FIRE-SMN	1	LIBERATE_ALLOW_AFFORD	1
channel.n.05	(often plural) a means of communication or access	DIRECT_AIM_MANEUVER	1	CIRCULATE_SPREAD_DISTRIBUTE	1	TRANSMIT	1
channelization.n.01	management through specified channels of communication	DIRECT_AIM_MANEUVER	2	TRANSMIT	1
carom.n.02	a shot in billiards in which the cue ball contacts one object ball and then the other	CREATE_MATERIALIZE	1	HIT	1
canter.n.01	a smooth three-beat gait; between a trot and a gallop	MOVE-BY-MEANS-OF	3	RUN	1
intonation.n.03	the act of singing in a monotonous tone	PERFORM	1	SING	1
play.n.14	gay or light-hearted recreational activity for diversion or amusement	PLAY_SPORT/GAME	2	JUMP	1	BEHAVE	1
capitulation.n.03	the act of surrendering (usually under agreed conditions)	FAIL_LOSE	3	CONQUER	1	GIVE-UP_ABOLISH_ABANDON	1
capture.n.04	the act of taking of a person by force	CATCH	1	REMOVE_TAKE-AWAY_KIDNAP	1
management.n.01	the act of managing something	MANAGE	1	WATCH_LOOK-OUT	1
treatment.n.02	the management of someone or something	MANAGE	1	PREPARE	1
wobble.n.01	an unsteady rocking motion	GO-FORWARD	1	MOVE-ONESELF	1
orgy.n.03	a wild gathering involving excessive drinking and promiscuity	ENJOY	1	DEBASE_ADULTERATE	1
channel.n.01	a path over which electrical signals can pass	CIRCULATE_SPREAD_DISTRIBUTE	1	TRANSMIT	1
transmission.n.01	the act of sending a message; causing a message to be transmitted	CIRCULATE_SPREAD_DISTRIBUTE	1	TRANSMIT	1
transaction.n.01	the act of transacting within or between groups (as carrying on commercial activities)	MANAGE	1	WORK	1	ALLY_ASSOCIATE_MARRY	1
continuance.n.01	the act of continuing an activity without interruption	CONTINUE	3	SPEAK	1	GO-FORWARD	1
follow-up.n.02	an activity that continues something that has already begun or that repeats something that has already been done	FINISH_CONCLUDE_END	1	COME-AFTER_FOLLOW-IN-TIME	1
follow-up.n.03	a subsequent examination of a patient for the purpose of monitoring earlier treatment	FINISH_CONCLUDE_END	1	COME-AFTER_FOLLOW-IN-TIME	1	ANALYZE	1
draw.n.09	the act of drawing or hauling something	PULL	2	CARRY_TRANSPORT	1
hauling.n.01	the activity of transporting goods by truck	CARRY_TRANSPORT	2	PULL	1
carving.n.02	removing parts from hard material to create a desired pattern or shape	CAVE_CARVE	1	SHAPE	1
sculpture.n.02	creating figures or designs in three dimensions	CAVE_CARVE	2	CREATE_MATERIALIZE	1
hurl.n.01	a violent throw	DIRECT_AIM_MANEUVER	1	THROW	1	GO-FORWARD	1
drifting.n.01	aimless wandering from place to place	TRAVEL	1	LEAVE_DEPART_RUN-AWAY	1
molding.n.01	the act of creating something by casting it in a mold	CREATE_MATERIALIZE	1	MOUNT_ASSEMBLE_PRODUCE	1
disposal.n.03	the act or means of getting rid of something	DISCARD	1	GIVE_GIFT	1
fling.n.03	the act of flinging	DISCARD	1	THROW	1
castigation.n.02	verbal punishment	REPRIMAND	1	PUNISH	1
passing.n.06	going by something that is moving in order to get in front of it	REACH	1	OVERCOME_SURPASS	1
view.n.03	the act of looking or seeing or observing	SEE	2	PAINT	1
trip.n.07	an unintentional but embarrassing blunder	FIND	1	MISTAKE	1
cause.n.01	events that provide the generative force that is the origin of something	CAUSE-SMT	1	INCITE_INDUCE	1
causing.n.01	the act of causing something to happen	CAUSE-SMT	1	INCITE_INDUCE	1
stop.n.03	a brief stay in the course of a journey	FINISH_CONCLUDE_END	1	LAND_GET-OFF	1	STOP	1
cession.n.01	the act of ceding	GIVE-UP_ABOLISH_ABANDON	1	GIVE_GIFT	1
concession.n.02	the act of conceding or yielding	GIVE-UP_ABOLISH_ABANDON	1	GUARANTEE_ENSURE_PROMISE	1	RECOGNIZE_ADMIT_IDENTIFY	1
celebration.n.01	a joyful occasion for special festivities to mark some happy event	CELEBRATE_PARTY	2	BEHAVE	1
celebration.n.02	any joyous diversion	BEHAVE	1	CELEBRATE_PARTY	1
celebration.n.03	the public performance of a sacrament or solemn ceremony with all appropriate ritual	BEHAVE	1	CELEBRATE_PARTY	1	EMCEE	1
cogitation.n.02	attentive consideration and meditation	THINK	3	CONSIDER	1
certification.n.01	the act of certifying or bestowing a franchise on	AUTHORIZE_ADMIT	1	GUARANTEE_ENSURE_PROMISE	1
run.n.01	a score in baseball made by a runner touching all four bases safely	RECORD	1	SCORE	1	ACHIEVE	1
luck.n.02	an unknown and unpredictable phenomenon that causes an event to result one way rather than another	HAPPEN_OCCUR	1	GUESS	1
shift.n.01	an event in which something is displaced without rotation	CHANGE_SWITCH	1	CHANGE-HANDS	1	REPLACE	1
interchange.n.02	mutual interaction; the activity of reciprocating or exchanging (especially information)	REPLACE	1	GIVE_GIFT	1
turning.n.04	a movement in a new direction	TURN_CHANGE-DIRECTION	2	INVERT_REVERSE	1	OVERCOME_SURPASS	1
conversion.n.01	an event that results in a transformation	CONVERT	1	CHANGE_SWITCH	1
transportation.n.05	the commercial enterprise of moving goods and materials	TRANSMIT	1	CARRY_TRANSPORT	1
guidance.n.02	the act of guiding or showing the way	DIRECT_AIM_MANEUVER	1	PERSUADE	1
headway.n.02	forward movement	DIRECT_AIM_MANEUVER	1	GO-FORWARD	1	PRECEDE	1
maneuver.n.03	a deliberate coordinated movement requiring dexterity and skill	DIRECT_AIM_MANEUVER	1	BENEFIT_EXPLOIT	1	HIT	1
commitment.n.05	the official act of consigning a person to confinement (as in a prison or mental hospital)	AUTHORIZE_ADMIT	1	FOLLOW_SUPPORT_SPONSOR_FUND	1
charge.n.04	the quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons	LOAD_PROVIDE_CHARGE_FURNISH	1	FUEL	1
enticement.n.03	the act of influencing by exciting hope or desire	PERSUADE	1	LURE_ENTICE	1
rental.n.02	the act of paying for the use of something (as an apartment or house or car)	TAKE-A-SERVICE_RENT	1	LEND	1
pursuit.n.01	the act of pursuing in an effort to overtake or capture	FOLLOW-IN-SPACE	2	CHASE	1	COURT	1
shadowing.n.01	the act of following someone secretly	CHASE	1	FOLLOW-IN-SPACE	1
chasse.n.01	(ballet) quick gliding steps with one foot always leading	PERFORM	1	TRAVEL	1
degradation.n.01	changing to a lower state (a less respected state)	DEBASE_ADULTERATE	2	DOWNPLAY_HUMILIATE	1
cheat.n.05	a deception for profit to yourself	STEAL_DEPRIVE	1	DECEIVE	1
bridle.n.02	the act of restraining power or action or limiting excess	REDUCE_DIMINISH	1	TEACH	1	RESTRAIN	1
delay.n.02	the act of delaying; inactivity resulting in something being put off until a later time	DELAY	2	STOP	1
chirp.n.01	a sharp sound made by small birds or insects	MAKE-A-SOUND	1	SING	1
contemplation.n.02	a calm, lengthy, intent consideration	THINK	3	TAKE-INTO-ACCOUNT_CONSIDER	1
pull-up.n.02	an arm exercise performed by pulling yourself up on a horizontal bar until your chin is level with the bar	RAISE	1	STRAIGHTEN	1
chink.n.03	a short light metallic sound	MAKE-A-SOUND	3	HIT	1
notch.n.04	a small cut	CUT	3	RECORD	1
contribution.n.03	act of giving in common with others for a common purpose especially to a charity	GIVE_GIFT	2	LOAD_PROVIDE_CHARGE_FURNISH	1
giving.n.01	the act of giving	GIVE_GIFT	3	NOURISH_FEED	1
chlorination.n.02	disinfection of water by the addition of small amounts of chlorine or a chlorine compound	TREAT-WITH/BY	1	WASH_CLEAN	1
choking.n.02	the act of suffocating (someone) by constricting the windpipe	HURT_HARM_ACHE	2	KILL	1
preferment.n.01	the act of preferring	CHOOSE	1	LIKE	1
harmonization.n.02	singing in harmony	HARMONIZE	1	PERFORM	1
pass.n.15	(sports) the act of throwing the ball to another member of your team	THROW	2	MOVE-SOMETHING	2
tap.n.08	a light touch or stroke	TOUCH	3	PUT_APPLY_PLACE_PAVE	1	HIT	1
lap.n.05	movement once around a course	TRAVEL	1	MOVE-ONESELF	1
tour.n.01	a journey or route all the way around a particular place or area	TRAVEL	1	VISIT	1
circularization.n.01	circulating printed notices as a means of advertising	INFORM	1	GIVE_GIFT	1
circulation.n.02	movement through a circuit; especially the movement of blood through the heart and blood vessels	TRAVEL	1	MOVE-SOMETHING	1	CIRCULATE_SPREAD_DISTRIBUTE	1
circulation.n.05	free movement or passage (as of cytoplasm within a cell or sap through a plant)	MOVE-SOMETHING	1	CIRCULATE_SPREAD_DISTRIBUTE	1
circumscription.n.01	the act of circumscribing	PAINT	2	REDUCE_DIMINISH	1
evasion.n.03	nonperformance of something distasteful (as by deceit or trickery) that you are supposed to do	ABSTAIN_AVOID_REFRAIN	2	MISS_OMIT_LACK	1	LEAVE_DEPART_RUN-AWAY	1
rotation.n.01	the act of rotating as if on an axis	TURN_CHANGE-DIRECTION	1	TRAVEL	1
struggle.n.03	strenuous effort	TRY	2	RAISE	1
clang.n.01	a loud resonant repeating noise	MAKE-A-SOUND	3	OVERCOME_SURPASS	1
clearing.n.03	the act of removing solid particles from a liquid	CONVERT	1	WASH_CLEAN	1	LIGHTEN	1
crack.n.04	a sudden sharp noise	HIT	1	MAKE-A-SOUND	1	CLOSE	1	MOVE-SOMETHING	1
climb.n.02	an event that involves rising to a higher point (as in altitude or temperature or intensity etc.)	INCREASE_ENLARGE_MULTIPLY	2	RAISE	1
climb.n.03	the act of climbing something	RAISE	1	INCREASE_ENLARGE_MULTIPLY	1
waxing.n.02	a gradual increase in magnitude or extent	INCREASE_ENLARGE_MULTIPLY	1	CHANGE-APPEARANCE/STATE	1
leap.n.02	an abrupt transition	AMELIORATE	1	CHANGE-APPEARANCE/STATE	1
jog.n.02	a slow pace of running	RUN	2	TRAVEL	1
jogging.n.01	running at a jog trot as a form of cardiopulmonary exercise	RUN	1	TRAVEL	1
crop.n.01	the yield from plants in a single growing season	GROW_PLOW	2	CUT	1	GROUP	1
cover.n.03	the act of concealing the existence of something by obstructing the view of it	CLOUD_SHADOW_HIDE	2	COVER_SPREAD_SURMOUNT	1	PROTECT	1
mask.n.02	activity that tries to conceal something	CLOUD_SHADOW_HIDE	1	COVER_SPREAD_SURMOUNT	1
thump.n.01	a heavy dull sound (as made by impact of heavy objects)	MAKE-A-SOUND	3	HIT	1
shutting.n.01	the act of closing something	CLOSE	2	SWITCH-OFF_TURN-OFF_SHUT-DOWN	1	PRECLUDE_FORBID_EXPEL	1	FILL	1
closure.n.07	termination of operations	FINISH_CONCLUDE_END	2	SWITCH-OFF_TURN-OFF_SHUT-DOWN	1
